experience_coding,python_user,r_user,sql_user,most_used,compensation,Category
10,FALSE,FALSE,FALSE,,63128,10-15 Years
0.95,TRUE,FALSE,FALSE,Scikit-learn,51943,< 5 Years
6.3,FALSE,TRUE,FALSE,,7606,5-10 Years
1.8,TRUE,FALSE,TRUE,TensorFlow,55361,< 5 Years
0.29,TRUE,FALSE,FALSE,,2284,< 5 Years
4.9,TRUE,TRUE,FALSE,Scikit-learn,13232,< 5 Years
0.73,TRUE,FALSE,FALSE,Scikit-learn,70,< 5 Years
3.7,TRUE,FALSE,FALSE,Scikit-learn,51162,< 5 Years
5.1,TRUE,FALSE,TRUE,Scikit-learn,24490,5-10 Years
1.9,TRUE,FALSE,FALSE,TensorFlow,58763,< 5 Years
0.21,TRUE,TRUE,TRUE,,57140,< 5 Years
0.36,TRUE,FALSE,FALSE,,53937,< 5 Years
9.9,TRUE,TRUE,TRUE,Keras,10720,5-10 Years
1.3,TRUE,FALSE,TRUE,,55375,< 5 Years
13.1,TRUE,FALSE,TRUE,TensorFlow,9526,10-15 Years
0.33,TRUE,FALSE,FALSE,Scikit-learn,74828,< 5 Years
2.8,TRUE,TRUE,FALSE,Scikit-learn,584,< 5 Years
1.4,TRUE,FALSE,FALSE,TensorFlow,42097,< 5 Years
2.7,TRUE,FALSE,FALSE,Keras,62804,< 5 Years
1.7,TRUE,FALSE,FALSE,,4296,< 5 Years
1.1,TRUE,FALSE,FALSE,Scikit-learn,60567,< 5 Years
5.6,TRUE,TRUE,TRUE,,102894,5-10 Years
0.7,FALSE,TRUE,TRUE,,29160,< 5 Years
0.73,TRUE,TRUE,TRUE,Scikit-learn,1491,< 5 Years
2.8,FALSE,FALSE,FALSE,Keras,614,< 5 Years
9.4,TRUE,FALSE,TRUE,Keras,37053,5-10 Years
2.4,TRUE,FALSE,TRUE,PyTorch,181179,< 5 Years
3,TRUE,FALSE,FALSE,,55377,< 5 Years
8.4,TRUE,FALSE,TRUE,Scikit-learn,6947,5-10 Years
3.4,TRUE,FALSE,TRUE,Scikit-learn,21934,< 5 Years
0.64,TRUE,FALSE,TRUE,,65,< 5 Years
1.4,TRUE,FALSE,TRUE,,57123,< 5 Years
2,TRUE,FALSE,TRUE,Scikit-learn,1943,< 5 Years
2.2,TRUE,FALSE,FALSE,Keras,67032,< 5 Years
3.8,TRUE,FALSE,TRUE,,63358,< 5 Years
3.2,TRUE,FALSE,FALSE,Scikit-learn,28,< 5 Years
0.95,TRUE,FALSE,FALSE,Scikit-learn,3519,< 5 Years
2.6,FALSE,TRUE,FALSE,,356,< 5 Years
14.2,TRUE,FALSE,FALSE,TensorFlow,158644,10-15 Years
0.64,TRUE,FALSE,FALSE,Scikit-learn,7226,< 5 Years
16.7,TRUE,FALSE,TRUE,Scikit-learn,12915,15-20 Years
0.83,TRUE,TRUE,TRUE,PyTorch,73268,< 5 Years
2.9,TRUE,FALSE,TRUE,,57188,< 5 Years
0.49,TRUE,FALSE,FALSE,Scikit-learn,102,< 5 Years
19.6,TRUE,FALSE,TRUE,Scikit-learn,3032,15-20 Years
1.1,TRUE,FALSE,FALSE,,123071,< 5 Years
0.57,TRUE,FALSE,TRUE,PyTorch,250388,< 5 Years
2.1,TRUE,FALSE,TRUE,TensorFlow,70915,< 5 Years
2.4,TRUE,FALSE,TRUE,,201,< 5 Years
16.9,TRUE,TRUE,TRUE,,246015,15-20 Years
2.9,TRUE,FALSE,FALSE,TensorFlow,11378,< 5 Years
9,FALSE,TRUE,FALSE,Scikit-learn,303,5-10 Years
3.5,TRUE,FALSE,FALSE,TensorFlow,50638,< 5 Years
0.91,TRUE,FALSE,TRUE,Scikit-learn,20749,< 5 Years
6.4,TRUE,FALSE,FALSE,,521,5-10 Years
7,TRUE,FALSE,TRUE,TensorFlow,17911,5-10 Years
2,FALSE,FALSE,TRUE,,70675,< 5 Years
0.56,TRUE,FALSE,FALSE,PyTorch,70432,< 5 Years
0.67,TRUE,FALSE,FALSE,Scikit-learn,78601,< 5 Years
0.69,TRUE,TRUE,TRUE,Scikit-learn,1282,< 5 Years
9.1,TRUE,TRUE,FALSE,TensorFlow,99399,5-10 Years
1.8,FALSE,FALSE,FALSE,PyTorch,1503,< 5 Years
1.2,TRUE,FALSE,TRUE,Keras,53171,< 5 Years
9.6,FALSE,FALSE,FALSE,,57165,5-10 Years
16.6,TRUE,TRUE,TRUE,Scikit-learn,25114,15-20 Years
1.1,TRUE,FALSE,FALSE,Keras,26960,< 5 Years
9,TRUE,FALSE,FALSE,Scikit-learn,60063,5-10 Years
0,FALSE,FALSE,FALSE,,610,< 5 Years
4.5,TRUE,FALSE,FALSE,Keras,69739,< 5 Years
0,FALSE,FALSE,FALSE,,3134,< 5 Years
6.8,TRUE,FALSE,TRUE,Scikit-learn,66837,5-10 Years
0.54,TRUE,FALSE,TRUE,Scikit-learn,55165,< 5 Years
3.6,FALSE,FALSE,FALSE,Keras,988,< 5 Years
14.6,FALSE,FALSE,FALSE,,55580,10-15 Years
17,TRUE,TRUE,TRUE,TensorFlow,76201,15-20 Years
0.67,TRUE,FALSE,FALSE,Keras,64966,< 5 Years
0.92,FALSE,TRUE,FALSE,,6350,< 5 Years
0.7,TRUE,FALSE,FALSE,TensorFlow,74951,< 5 Years
6,TRUE,TRUE,FALSE,Keras,51312,5-10 Years
0.36,FALSE,TRUE,FALSE,,666,< 5 Years
5.1,TRUE,TRUE,TRUE,Scikit-learn,293904,5-10 Years
4.8,TRUE,FALSE,TRUE,PyTorch,106322,< 5 Years
0.43,FALSE,FALSE,FALSE,,60814,< 5 Years
0.39,TRUE,FALSE,FALSE,,70572,< 5 Years
0.88,TRUE,FALSE,TRUE,Scikit-learn,68837,< 5 Years
0.55,TRUE,FALSE,TRUE,Scikit-learn,62093,< 5 Years
0.62,TRUE,FALSE,TRUE,,54114,< 5 Years
2.8,TRUE,FALSE,TRUE,PyTorch,979,< 5 Years
0.96,TRUE,TRUE,FALSE,Scikit-learn,2235,< 5 Years
1.4,TRUE,FALSE,FALSE,Keras,3303,< 5 Years
25.8,TRUE,FALSE,FALSE,Scikit-learn,71650,25+ Years
1.5,TRUE,FALSE,FALSE,,5145,< 5 Years
0.98,TRUE,FALSE,FALSE,,56213,< 5 Years
3.3,FALSE,FALSE,FALSE,,57850,< 5 Years
2.1,TRUE,FALSE,FALSE,Scikit-learn,62878,< 5 Years
4.6,TRUE,TRUE,FALSE,Scikit-learn,53195,< 5 Years
9.6,FALSE,FALSE,TRUE,TensorFlow,2312,5-10 Years
1.3,FALSE,TRUE,TRUE,,163016,< 5 Years
0.26,TRUE,FALSE,FALSE,TensorFlow,80274,< 5 Years
9.6,TRUE,TRUE,FALSE,,34215,5-10 Years
2.3,TRUE,FALSE,FALSE,Scikit-learn,68870,< 5 Years
1.7,TRUE,FALSE,TRUE,TensorFlow,245,< 5 Years
11.1,TRUE,FALSE,TRUE,Scikit-learn,92681,10-15 Years
3.3,TRUE,FALSE,FALSE,Scikit-learn,72998,< 5 Years
0.84,TRUE,FALSE,FALSE,,61803,< 5 Years
3.7,TRUE,FALSE,FALSE,Scikit-learn,269443,< 5 Years
1.5,TRUE,FALSE,TRUE,,58537,< 5 Years
1.9,TRUE,TRUE,TRUE,Scikit-learn,160989,< 5 Years
2.9,TRUE,FALSE,TRUE,Keras,21386,< 5 Years
25.3,TRUE,FALSE,FALSE,Keras,262267,25+ Years
11,TRUE,TRUE,FALSE,Scikit-learn,40701,10-15 Years
14.5,FALSE,FALSE,FALSE,PyTorch,14184,10-15 Years
0.91,TRUE,FALSE,FALSE,Keras,51286,< 5 Years
0.31,TRUE,FALSE,FALSE,Scikit-learn,27246,< 5 Years
2.1,TRUE,FALSE,TRUE,,894,< 5 Years
2.6,TRUE,FALSE,FALSE,PyTorch,55032,< 5 Years
18.2,FALSE,FALSE,FALSE,PyTorch,293074,15-20 Years
1.2,TRUE,TRUE,FALSE,,62407,< 5 Years
1.3,FALSE,FALSE,TRUE,Scikit-learn,57986,< 5 Years
27.7,TRUE,FALSE,TRUE,Keras,197702,25+ Years
0.35,TRUE,FALSE,FALSE,,58495,< 5 Years
2.6,FALSE,TRUE,TRUE,TensorFlow,60397,< 5 Years
0.43,TRUE,FALSE,TRUE,,51395,< 5 Years
1.8,TRUE,FALSE,FALSE,,87556,< 5 Years
3.7,TRUE,FALSE,FALSE,PyTorch,4853,< 5 Years
0.92,TRUE,FALSE,TRUE,Scikit-learn,4795,< 5 Years
7.7,TRUE,FALSE,TRUE,Keras,10487,5-10 Years
5.9,TRUE,TRUE,FALSE,Keras,49634,5-10 Years
4.4,TRUE,TRUE,TRUE,Scikit-learn,85067,< 5 Years
2.1,TRUE,FALSE,TRUE,TensorFlow,60649,< 5 Years
4.5,FALSE,FALSE,FALSE,,29055,< 5 Years
0.28,FALSE,TRUE,FALSE,,402,< 5 Years
2.6,TRUE,FALSE,FALSE,TensorFlow,12966,< 5 Years
0.82,TRUE,TRUE,TRUE,,55051,< 5 Years
4.8,TRUE,FALSE,FALSE,,55936,< 5 Years
0.53,TRUE,FALSE,FALSE,TensorFlow,72312,< 5 Years
0.44,FALSE,TRUE,FALSE,,55815,< 5 Years
19.8,TRUE,FALSE,FALSE,PyTorch,85996,15-20 Years
15.5,TRUE,FALSE,FALSE,Scikit-learn,73483,15-20 Years
0.95,TRUE,FALSE,FALSE,TensorFlow,57116,< 5 Years
2.2,TRUE,FALSE,TRUE,Keras,71248,< 5 Years
0.51,TRUE,FALSE,FALSE,,2620,< 5 Years
2.9,FALSE,FALSE,FALSE,,72617,< 5 Years
2.7,TRUE,FALSE,TRUE,Scikit-learn,5838,< 5 Years
2.7,TRUE,FALSE,TRUE,,51572,< 5 Years
1.9,TRUE,TRUE,FALSE,,70132,< 5 Years
2.7,FALSE,TRUE,FALSE,,53668,< 5 Years
0.33,FALSE,FALSE,FALSE,,59530,< 5 Years
0.62,TRUE,FALSE,FALSE,Scikit-learn,253920,< 5 Years
1.9,TRUE,FALSE,FALSE,TensorFlow,549,< 5 Years
0.32,TRUE,FALSE,TRUE,PyTorch,755,< 5 Years
3.3,TRUE,FALSE,FALSE,Keras,38078,< 5 Years
0.54,TRUE,FALSE,FALSE,Scikit-learn,525,< 5 Years
0.73,TRUE,FALSE,FALSE,,47261,< 5 Years
0,FALSE,FALSE,FALSE,,24554,< 5 Years
5.5,TRUE,FALSE,FALSE,PyTorch,22085,5-10 Years
1.2,TRUE,FALSE,FALSE,Keras,17937,< 5 Years
3.9,TRUE,FALSE,FALSE,Scikit-learn,72360,< 5 Years
15.1,TRUE,FALSE,TRUE,Keras,18607,15-20 Years
2.9,TRUE,FALSE,FALSE,Keras,57700,< 5 Years
0.83,TRUE,FALSE,TRUE,Scikit-learn,1524,< 5 Years
7.6,TRUE,FALSE,FALSE,PyTorch,18712,5-10 Years
1.4,TRUE,FALSE,TRUE,PyTorch,53965,< 5 Years
3.1,TRUE,FALSE,FALSE,,73004,< 5 Years
1.5,TRUE,FALSE,TRUE,TensorFlow,50276,< 5 Years
4.2,TRUE,FALSE,FALSE,,54145,< 5 Years
0.34,TRUE,TRUE,FALSE,Scikit-learn,322,< 5 Years
0.82,TRUE,FALSE,TRUE,,574,< 5 Years
16.5,FALSE,FALSE,FALSE,,12801,15-20 Years
2.4,TRUE,FALSE,TRUE,Keras,71045,< 5 Years
0.66,TRUE,FALSE,FALSE,,69120,< 5 Years
8,TRUE,FALSE,TRUE,PyTorch,82527,5-10 Years
6.6,TRUE,TRUE,TRUE,PyTorch,60748,5-10 Years
1,TRUE,FALSE,TRUE,Scikit-learn,490,< 5 Years
4,TRUE,FALSE,FALSE,Scikit-learn,72533,< 5 Years
5.5,TRUE,FALSE,TRUE,Scikit-learn,4320,5-10 Years
7.8,TRUE,FALSE,TRUE,Scikit-learn,57114,5-10 Years
2.2,TRUE,FALSE,FALSE,,250,< 5 Years
1.3,TRUE,FALSE,FALSE,,54947,< 5 Years
1.9,TRUE,TRUE,TRUE,,56963,< 5 Years
1.3,TRUE,FALSE,TRUE,Scikit-learn,8316,< 5 Years
2.2,TRUE,FALSE,FALSE,Scikit-learn,63330,< 5 Years
0.94,FALSE,FALSE,FALSE,,67994,< 5 Years
27.8,FALSE,TRUE,TRUE,,61608,25+ Years
1.6,TRUE,FALSE,TRUE,,60833,< 5 Years
1.9,TRUE,FALSE,FALSE,TensorFlow,55193,< 5 Years
3.9,TRUE,FALSE,TRUE,TensorFlow,1788,< 5 Years
0.62,FALSE,FALSE,TRUE,Keras,51397,< 5 Years
9.5,TRUE,FALSE,TRUE,TensorFlow,80248,5-10 Years
2.4,TRUE,FALSE,FALSE,TensorFlow,54401,< 5 Years
3.7,TRUE,FALSE,TRUE,Scikit-learn,72472,< 5 Years
6.6,TRUE,FALSE,FALSE,TensorFlow,67690,5-10 Years
0.94,FALSE,FALSE,FALSE,,52835,< 5 Years
4.8,TRUE,FALSE,FALSE,Scikit-learn,70275,< 5 Years
2.9,TRUE,FALSE,FALSE,TensorFlow,1833,< 5 Years
0.25,TRUE,FALSE,FALSE,TensorFlow,51048,< 5 Years
0.56,FALSE,FALSE,FALSE,,12130,< 5 Years
16.8,TRUE,FALSE,FALSE,TensorFlow,4441,15-20 Years
3.4,TRUE,FALSE,TRUE,Keras,660,< 5 Years
3.3,FALSE,FALSE,FALSE,TensorFlow,4356,< 5 Years
0.98,TRUE,FALSE,TRUE,Scikit-learn,48658,< 5 Years
2.6,TRUE,FALSE,FALSE,Scikit-learn,67022,< 5 Years
2.7,TRUE,FALSE,FALSE,,55014,< 5 Years
13.3,TRUE,FALSE,FALSE,PyTorch,79549,10-15 Years
17.3,TRUE,FALSE,TRUE,TensorFlow,61440,15-20 Years
0.31,FALSE,FALSE,TRUE,,74808,< 5 Years
1.7,TRUE,TRUE,FALSE,,69191,< 5 Years
1.1,TRUE,FALSE,FALSE,Scikit-learn,5414,< 5 Years
2.5,TRUE,FALSE,FALSE,Keras,8027,< 5 Years
2.4,FALSE,TRUE,FALSE,,304,< 5 Years
1.6,TRUE,FALSE,FALSE,Keras,68620,< 5 Years
2.3,FALSE,FALSE,FALSE,,68705,< 5 Years
0.69,FALSE,FALSE,FALSE,,3266,< 5 Years
1.9,FALSE,TRUE,FALSE,,56404,< 5 Years
4.7,TRUE,FALSE,FALSE,Keras,72267,< 5 Years
6.9,TRUE,FALSE,FALSE,Scikit-learn,15598,5-10 Years
1.8,TRUE,FALSE,FALSE,TensorFlow,756,< 5 Years
4.4,TRUE,FALSE,FALSE,Scikit-learn,3064,< 5 Years
0.44,TRUE,FALSE,FALSE,,53474,< 5 Years
2.4,TRUE,FALSE,TRUE,,3446,< 5 Years
0.64,TRUE,FALSE,TRUE,TensorFlow,50527,< 5 Years
2.9,TRUE,TRUE,FALSE,,54821,< 5 Years
26.6,TRUE,FALSE,TRUE,Keras,154850,25+ Years
3.5,TRUE,FALSE,TRUE,Scikit-learn,65435,< 5 Years
0.5,TRUE,FALSE,FALSE,,73399,< 5 Years
1.2,TRUE,TRUE,FALSE,Scikit-learn,64946,< 5 Years
1.5,TRUE,TRUE,FALSE,Scikit-learn,18800,< 5 Years
0.92,TRUE,FALSE,FALSE,TensorFlow,56757,< 5 Years
4,TRUE,FALSE,TRUE,TensorFlow,2592,< 5 Years
0.47,TRUE,FALSE,FALSE,Scikit-learn,16612,< 5 Years
4.7,TRUE,FALSE,FALSE,,19143,< 5 Years
6.5,TRUE,FALSE,FALSE,Keras,59359,5-10 Years
0.5,FALSE,TRUE,FALSE,,120711,< 5 Years
4.7,TRUE,TRUE,TRUE,PyTorch,52082,< 5 Years
0.75,TRUE,FALSE,TRUE,,67918,< 5 Years
0.28,TRUE,TRUE,FALSE,,59017,< 5 Years
2.8,FALSE,FALSE,TRUE,,864,< 5 Years
2.1,FALSE,FALSE,TRUE,,664,< 5 Years
7.3,TRUE,FALSE,TRUE,Scikit-learn,19284,5-10 Years
16.1,TRUE,TRUE,TRUE,Scikit-learn,217677,15-20 Years
0,FALSE,FALSE,FALSE,,475180,< 5 Years
0,FALSE,FALSE,FALSE,,10746,< 5 Years
4.8,TRUE,FALSE,FALSE,Scikit-learn,56503,< 5 Years
9.8,FALSE,FALSE,TRUE,Scikit-learn,8359,5-10 Years
1.7,TRUE,TRUE,TRUE,Keras,378,< 5 Years
23.9,TRUE,FALSE,FALSE,TensorFlow,70460,20-25 Years
0.92,TRUE,FALSE,TRUE,Scikit-learn,21123,< 5 Years
0.7,TRUE,FALSE,TRUE,TensorFlow,62,< 5 Years
0.68,TRUE,FALSE,TRUE,TensorFlow,11020,< 5 Years
11.3,TRUE,FALSE,TRUE,Scikit-learn,12529,10-15 Years
23.9,TRUE,FALSE,FALSE,PyTorch,1325993,20-25 Years
3,TRUE,TRUE,FALSE,,64688,< 5 Years
0.62,FALSE,FALSE,FALSE,Keras,71694,< 5 Years
4.5,FALSE,TRUE,FALSE,,62257,< 5 Years
27.4,TRUE,FALSE,TRUE,TensorFlow,66467,25+ Years
0,FALSE,FALSE,FALSE,,57612,< 5 Years
3.9,TRUE,TRUE,FALSE,TensorFlow,17739,< 5 Years
3.8,TRUE,FALSE,TRUE,TensorFlow,103218,< 5 Years
2.4,TRUE,FALSE,TRUE,Scikit-learn,1507,< 5 Years
1.1,TRUE,FALSE,TRUE,Scikit-learn,7254,< 5 Years
8.5,TRUE,FALSE,FALSE,Scikit-learn,54862,5-10 Years
5.4,TRUE,FALSE,TRUE,Keras,27111,5-10 Years
10.8,TRUE,TRUE,FALSE,Keras,20031,10-15 Years
1.6,TRUE,FALSE,TRUE,Scikit-learn,41563,< 5 Years
1.7,TRUE,FALSE,FALSE,,67010,< 5 Years
4.7,TRUE,FALSE,TRUE,Keras,5784,< 5 Years
16.8,FALSE,FALSE,FALSE,,72308,15-20 Years
3.3,TRUE,TRUE,TRUE,,22030,< 5 Years
3.3,TRUE,FALSE,FALSE,Scikit-learn,67377,< 5 Years
0.29,TRUE,FALSE,FALSE,Keras,796,< 5 Years
10.1,TRUE,FALSE,TRUE,,69368,10-15 Years
1.1,TRUE,FALSE,TRUE,Scikit-learn,72472,< 5 Years
0.67,TRUE,FALSE,FALSE,,63048,< 5 Years
0.21,FALSE,FALSE,TRUE,,9892,< 5 Years
0.96,TRUE,FALSE,TRUE,Scikit-learn,56203,< 5 Years
22.9,TRUE,FALSE,FALSE,Keras,48552,20-25 Years
3.5,TRUE,FALSE,FALSE,TensorFlow,72018,< 5 Years
0.56,TRUE,FALSE,FALSE,Scikit-learn,13,< 5 Years
0.64,TRUE,FALSE,FALSE,,60665,< 5 Years
4.9,TRUE,FALSE,TRUE,PyTorch,70969,< 5 Years
3.7,TRUE,FALSE,TRUE,Scikit-learn,37353,< 5 Years
7.7,TRUE,FALSE,TRUE,TensorFlow,13483,5-10 Years
2.6,TRUE,FALSE,TRUE,Scikit-learn,73574,< 5 Years
0.44,FALSE,FALSE,FALSE,,53506,< 5 Years
3.9,TRUE,FALSE,TRUE,TensorFlow,26289,< 5 Years
15.1,TRUE,FALSE,TRUE,,43464,15-20 Years
4.2,TRUE,FALSE,TRUE,,5122,< 5 Years
3.8,TRUE,FALSE,FALSE,TensorFlow,5330,< 5 Years
3.7,TRUE,TRUE,TRUE,,8372,< 5 Years
0.67,TRUE,FALSE,TRUE,,63035,< 5 Years
10.9,TRUE,TRUE,FALSE,,287624,10-15 Years
1.8,TRUE,FALSE,FALSE,PyTorch,66297,< 5 Years
2.7,TRUE,FALSE,FALSE,,74909,< 5 Years
2.7,TRUE,TRUE,FALSE,,68897,< 5 Years
1.1,TRUE,FALSE,FALSE,TensorFlow,55103,< 5 Years
3.9,TRUE,TRUE,TRUE,Scikit-learn,65436,< 5 Years
12.2,TRUE,FALSE,FALSE,Scikit-learn,83337,10-15 Years
29.2,TRUE,FALSE,TRUE,Scikit-learn,220415,25+ Years
0.31,FALSE,FALSE,FALSE,,68892,< 5 Years
5.6,TRUE,TRUE,TRUE,Scikit-learn,113998,5-10 Years
0.76,TRUE,FALSE,FALSE,,61718,< 5 Years
4.8,TRUE,FALSE,FALSE,PyTorch,621,< 5 Years
22.8,TRUE,TRUE,TRUE,Scikit-learn,2830,20-25 Years
22.1,FALSE,FALSE,TRUE,,174280,20-25 Years
9.8,TRUE,FALSE,FALSE,Keras,62136,5-10 Years
27.1,TRUE,TRUE,FALSE,Scikit-learn,80095,25+ Years
14.3,TRUE,FALSE,TRUE,,88209,10-15 Years
3.5,TRUE,FALSE,FALSE,Scikit-learn,64470,< 5 Years
6.9,TRUE,FALSE,TRUE,Keras,102277,5-10 Years
1.6,FALSE,TRUE,FALSE,,53512,< 5 Years
1.5,TRUE,FALSE,TRUE,,71858,< 5 Years
0.95,TRUE,FALSE,TRUE,Keras,1481,< 5 Years
8.7,TRUE,TRUE,TRUE,Scikit-learn,70758,5-10 Years
2.4,TRUE,FALSE,FALSE,Scikit-learn,508,< 5 Years
17,FALSE,TRUE,FALSE,,17559,15-20 Years
0.93,TRUE,FALSE,TRUE,,10373,< 5 Years
3.8,TRUE,FALSE,FALSE,Keras,57164,< 5 Years
2.5,TRUE,TRUE,TRUE,PyTorch,7724,< 5 Years
7.1,TRUE,FALSE,FALSE,TensorFlow,54590,5-10 Years
29.3,FALSE,TRUE,FALSE,,74891,25+ Years
4.1,TRUE,FALSE,TRUE,PyTorch,325,< 5 Years
0.65,TRUE,FALSE,FALSE,Keras,554,< 5 Years
2.8,FALSE,TRUE,TRUE,,39643,< 5 Years
4.9,TRUE,FALSE,TRUE,Scikit-learn,71105,< 5 Years
3.6,TRUE,FALSE,TRUE,Scikit-learn,5051,< 5 Years
8.5,TRUE,FALSE,TRUE,PyTorch,11048,5-10 Years
0.41,TRUE,FALSE,TRUE,,74783,< 5 Years
19.9,TRUE,FALSE,TRUE,TensorFlow,21353,15-20 Years
4.2,TRUE,FALSE,FALSE,Scikit-learn,682,< 5 Years
26.5,TRUE,TRUE,TRUE,Keras,429315,25+ Years
2.6,TRUE,FALSE,TRUE,Scikit-learn,65441,< 5 Years
5.4,TRUE,FALSE,FALSE,PyTorch,72536,5-10 Years
5.1,FALSE,TRUE,TRUE,,119762,5-10 Years
23.1,TRUE,TRUE,FALSE,Scikit-learn,195277,20-25 Years
0.5,FALSE,FALSE,FALSE,,69484,< 5 Years
7.7,TRUE,FALSE,FALSE,Scikit-learn,185336,5-10 Years
6.8,TRUE,FALSE,FALSE,Keras,69491,5-10 Years
27.8,FALSE,TRUE,FALSE,Keras,714555,25+ Years
3.9,TRUE,TRUE,TRUE,Scikit-learn,72595,< 5 Years
16.5,TRUE,FALSE,FALSE,Scikit-learn,872,15-20 Years
3.4,TRUE,FALSE,TRUE,Scikit-learn,141,< 5 Years
20.3,TRUE,FALSE,TRUE,TensorFlow,268989,20-25 Years
1.1,TRUE,FALSE,TRUE,TensorFlow,4006,< 5 Years
19.5,TRUE,FALSE,TRUE,Keras,9336,15-20 Years
2,TRUE,FALSE,TRUE,TensorFlow,3085,< 5 Years
6,TRUE,FALSE,FALSE,Scikit-learn,62835,5-10 Years
2.6,TRUE,TRUE,TRUE,Keras,27020,< 5 Years
2.3,TRUE,FALSE,FALSE,Scikit-learn,76,< 5 Years
0.6,TRUE,TRUE,FALSE,Scikit-learn,38476,< 5 Years
1,TRUE,FALSE,FALSE,PyTorch,70504,< 5 Years
1.1,TRUE,FALSE,TRUE,Scikit-learn,6973,< 5 Years
2.7,TRUE,FALSE,FALSE,PyTorch,544,< 5 Years
3.9,TRUE,FALSE,FALSE,,58032,< 5 Years
0.43,TRUE,FALSE,TRUE,,325,< 5 Years
15.1,TRUE,FALSE,FALSE,,74528,15-20 Years
0.58,FALSE,TRUE,TRUE,,119,< 5 Years
29.7,TRUE,FALSE,FALSE,Scikit-learn,20426,25+ Years
6.1,TRUE,FALSE,TRUE,Scikit-learn,41107,5-10 Years
1.1,TRUE,FALSE,FALSE,TensorFlow,11114,< 5 Years
4.2,TRUE,TRUE,TRUE,Scikit-learn,31534,< 5 Years
1.7,TRUE,FALSE,TRUE,TensorFlow,9606,< 5 Years
2.5,TRUE,FALSE,TRUE,,62179,< 5 Years
1.3,TRUE,FALSE,TRUE,TensorFlow,58568,< 5 Years
4.7,TRUE,TRUE,TRUE,Scikit-learn,9603,< 5 Years
3.9,FALSE,FALSE,FALSE,,9078,< 5 Years
1.6,TRUE,TRUE,FALSE,TensorFlow,943,< 5 Years
4.1,TRUE,FALSE,FALSE,PyTorch,52653,< 5 Years
0.3,TRUE,FALSE,FALSE,PyTorch,221,< 5 Years
3.6,TRUE,FALSE,FALSE,,53034,< 5 Years
4.6,TRUE,FALSE,TRUE,TensorFlow,11002,< 5 Years
2.1,TRUE,FALSE,TRUE,PyTorch,53292,< 5 Years
1.2,FALSE,FALSE,TRUE,Scikit-learn,456,< 5 Years
0.32,TRUE,FALSE,TRUE,,71624,< 5 Years
1.1,TRUE,FALSE,TRUE,,73324,< 5 Years
14.8,TRUE,TRUE,TRUE,Scikit-learn,91644,10-15 Years
1.9,TRUE,FALSE,FALSE,TensorFlow,11855,< 5 Years
9,TRUE,FALSE,TRUE,Scikit-learn,23530,5-10 Years
2.1,TRUE,FALSE,FALSE,TensorFlow,12407,< 5 Years
2.3,TRUE,FALSE,FALSE,Scikit-learn,67512,< 5 Years
3.9,TRUE,FALSE,TRUE,TensorFlow,968,< 5 Years
0.47,FALSE,FALSE,FALSE,,69126,< 5 Years
0.52,TRUE,FALSE,FALSE,Keras,56472,< 5 Years
0.74,TRUE,FALSE,FALSE,,63077,< 5 Years
4.9,TRUE,TRUE,TRUE,TensorFlow,52625,< 5 Years
2.4,TRUE,FALSE,FALSE,Keras,68695,< 5 Years
1.4,TRUE,TRUE,TRUE,Keras,6528,< 5 Years
2.3,TRUE,FALSE,FALSE,Scikit-learn,64466,< 5 Years
2,TRUE,FALSE,FALSE,TensorFlow,57584,< 5 Years
21.5,TRUE,TRUE,TRUE,Scikit-learn,63587,20-25 Years
1.5,TRUE,FALSE,FALSE,Scikit-learn,64878,< 5 Years
6.3,TRUE,FALSE,TRUE,Keras,2220,5-10 Years
4.5,TRUE,FALSE,FALSE,Keras,65180,< 5 Years
0.98,TRUE,FALSE,FALSE,,60218,< 5 Years
2.2,TRUE,FALSE,TRUE,Scikit-learn,4645,< 5 Years
2.4,TRUE,FALSE,FALSE,Scikit-learn,68252,< 5 Years
0.86,TRUE,FALSE,TRUE,,70314,< 5 Years
0.39,TRUE,FALSE,TRUE,,766,< 5 Years
26.6,TRUE,TRUE,FALSE,TensorFlow,2030,25+ Years
1.3,TRUE,FALSE,FALSE,TensorFlow,54022,< 5 Years
0.3,TRUE,TRUE,FALSE,,53318,< 5 Years
3.1,TRUE,FALSE,FALSE,,56645,< 5 Years
4.7,TRUE,FALSE,FALSE,PyTorch,52326,< 5 Years
16.3,TRUE,FALSE,FALSE,PyTorch,97,15-20 Years
0,FALSE,FALSE,FALSE,,11425,< 5 Years
5.2,TRUE,TRUE,TRUE,Scikit-learn,36288,5-10 Years
2.5,TRUE,FALSE,FALSE,Keras,484,< 5 Years
4.2,TRUE,FALSE,TRUE,Keras,4893,< 5 Years
29.1,TRUE,FALSE,TRUE,TensorFlow,104484,25+ Years
2.5,TRUE,FALSE,FALSE,,56945,< 5 Years
1.1,TRUE,FALSE,FALSE,,52839,< 5 Years
1.9,TRUE,FALSE,FALSE,,58164,< 5 Years
4.2,TRUE,FALSE,TRUE,Keras,14807,< 5 Years
1.2,TRUE,FALSE,FALSE,,2789,< 5 Years
1.7,TRUE,TRUE,FALSE,,73427,< 5 Years
0.47,TRUE,FALSE,FALSE,,58350,< 5 Years
0.84,TRUE,FALSE,TRUE,Scikit-learn,16755,< 5 Years
4.1,TRUE,FALSE,TRUE,Scikit-learn,953,< 5 Years
